borough,neighborhood,building_class_category,tax_class_as_of_final_roll,block,lot,building_class_as_of_final,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of,sale_price,sale_date,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,apartment_number
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,123,1171,R4,"30 PARK PLACE, 52C",10007,1.0,0.0,1.0,0,0,2008.0,2,R4,0,2019-07-15T00:00:00.000,40.712987,-74.008686,101.0,1.0,21.0,1089428.0,1001237502.0,SoHo-TriBeCa-Civic Center-Little Italy,52C
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,123,1232,R4,"30 PARK PLACE, 69A",10007,1.0,0.0,1.0,0,0,2008.0,2,R4,11100000,2019-02-05T00:00:00.000,40.712987,-74.008686,101.0,1.0,21.0,1089428.0,1001237502.0,SoHo-TriBeCa-Civic Center-Little Italy,69A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,123,1238,R4,"30 PARK PLACE, 71A",10007,1.0,0.0,1.0,0,0,2008.0,2,R4,11345000,2019-06-27T00:00:00.000,40.712987,-74.008686,101.0,1.0,21.0,1089428.0,1001237502.0,SoHo-TriBeCa-Civic Center-Little Italy,71A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,123,1239,R4,"30 PARK PLACE, 71B",10007,1.0,0.0,1.0,0,0,2008.0,2,R4,7450000,2019-05-10T00:00:00.000,40.712987,-74.008686,101.0,1.0,21.0,1089428.0,1001237502.0,SoHo-TriBeCa-Civic Center-Little Italy,71B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,123,1255,R4,"30 PARK PLACE, 77B",10007,1.0,0.0,1.0,0,0,2008.0,2,R4,13750000,2019-05-15T00:00:00.000,40.712987,-74.008686,101.0,1.0,21.0,1089428.0,1001237502.0,SoHo-TriBeCa-Civic Center-Little Italy,77B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,133,1503,R4,"49 WARREN STREET, 1E",10007,1.0,0.0,1.0,0,0,,2,R4,3125000,2019-05-29T00:00:00.000,40.714634,-74.009007,101.0,1.0,21.0,1079150.0,1001337506.0,SoHo-TriBeCa-Civic Center-Little Italy,1E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,133,1511,R4,"49 WARREN STREET, 5E",10007,1.0,0.0,1.0,0,0,,2,R4,2427000,2019-11-21T00:00:00.000,40.714634,-74.009007,101.0,1.0,21.0,1079150.0,1001337506.0,SoHo-TriBeCa-Civic Center-Little Italy,5E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,133,2007,R4,"37 WARREN STREET, 4A",10007,1.0,0.0,1.0,0,0,1931.0,2,R4,4050000,2019-11-01T00:00:00.000,40.714445,-74.008589,101.0,1.0,21.0,1001444.0,1001337511.0,SoHo-TriBeCa-Civic Center-Little Italy,4A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,133,2008,R4,"37 WARREN STREET, 4C",10007,1.0,0.0,1.0,0,0,1931.0,2,R4,3475000,2019-06-28T00:00:00.000,40.714445,-74.008589,101.0,1.0,21.0,1001444.0,1001337511.0,SoHo-TriBeCa-Civic Center-Little Italy,4C
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,134,1103,R4,"9 MURRAY STREET, 5SE",10007,1.0,0.0,1.0,0,0,,2,R4,0,2019-11-01T00:00:00.000,40.713314,-74.007759,101.0,1.0,21.0,1001446.0,1001347503.0,SoHo-TriBeCa-Civic Center-Little Italy,5SE
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,134,1112,R4,"9 MURRAY STREET, 9NE",10007,1.0,0.0,1.0,0,0,,2,R4,3350000,2019-04-09T00:00:00.000,40.713314,-74.007759,101.0,1.0,21.0,1001446.0,1001347503.0,SoHo-TriBeCa-Civic Center-Little Italy,9NE
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,134,1127,R4,"9 MURRAY STREET, 12SW",10007,1.0,0.0,1.0,0,0,,2,R4,0,2019-08-08T00:00:00.000,40.713314,-74.007759,101.0,1.0,21.0,1001446.0,1001347503.0,SoHo-TriBeCa-Civic Center-Little Italy,12SW
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,134,1464,R4,"25 MURRAY STREET, 7G",10007,1.0,0.0,1.0,0,0,1930.0,2,R4,2950000,2019-02-01T00:00:00.000,40.713588,-74.008361,101.0,1.0,21.0,1001451.0,1001347505.0,SoHo-TriBeCa-Civic Center-Little Italy,7G
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,135,1230,R4,"80 CHAMBERS ST, 12D",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2075000,2019-11-07T00:00:00.000,40.714428,-74.006893,101.0,1.0,21.0,1079153.0,1001357504.0,SoHo-TriBeCa-Civic Center-Little Italy,12D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,135,1313,R4,"8 WARREN STREET, 8",10007,1.0,0.0,1.0,0,0,1900.0,2,R4,3900000,2019-04-23T00:00:00.000,40.713827,-74.007229,101.0,1.0,21.0,1079154.0,1001357503.0,SoHo-TriBeCa-Civic Center-Little Italy,8
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,135,1802,R4,"12 WARREN STREET, THN",10007,1.0,0.0,1.0,0,0,1900.0,2,R4,5300000,2019-03-14T00:00:00.000,40.713893,-74.007366,101.0,1.0,21.0,1090148.0,1001357509.0,SoHo-TriBeCa-Civic Center-Little Italy,THN
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,135,1807,R4,"12 WARREN, 6",10007,1.0,0.0,1.0,0,0,1900.0,2,R4,4850000,2019-09-24T00:00:00.000,,,,,,,,,6
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,145,1305,R4,"97 READE STREET, 2E",10013,1.0,0.0,1.0,0,0,1920.0,2,R4,0,2019-08-01T00:00:00.000,40.715642,-74.008019,101.0,1.0,21.0,1001589.0,1001457504.0,SoHo-TriBeCa-Civic Center-Little Italy,2E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,147,1710,R4,"137 DUANE STREET, 2E",10013,1.0,0.0,1.0,0,0,1915.0,2,R4,2995000,2019-10-23T00:00:00.000,40.716281,-74.007691,101.0,1.0,33.0,1001607.0,1001477509.0,SoHo-TriBeCa-Civic Center-Little Italy,2E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1011,R4,"77 READE STREET, 2-D",10007,1.0,0.0,1.0,0,0,2009.0,2,R4,1100000,2019-04-11T00:00:00.000,40.715189,-74.007027,101.0,1.0,21.0,1001629.0,1001497501.0,SoHo-TriBeCa-Civic Center-Little Italy,2D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1023,R4,"77 READE STREET, 4D",10007,1.0,0.0,1.0,0,0,2009.0,2,R4,1156500,2019-04-12T00:00:00.000,40.715189,-74.007027,101.0,1.0,21.0,1001629.0,1001497501.0,SoHo-TriBeCa-Civic Center-Little Italy,4D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1025,R4,"77 READE STREET, 5B",10007,1.0,0.0,1.0,0,0,2009.0,2,R4,2525000,2019-05-16T00:00:00.000,40.715189,-74.007027,101.0,1.0,21.0,1001629.0,1001497501.0,SoHo-TriBeCa-Civic Center-Little Italy,5B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1133,R4,"57 READE STREET, 8D",10007,1.0,0.0,1.0,0,0,2010.0,2,R4,10,2019-07-29T00:00:00.000,40.714879,-74.006345,101.0,1.0,21.0,1087951.0,1001497502.0,SoHo-TriBeCa-Civic Center-Little Italy,8D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1147,R4,"57 READE STREET, 11B",10007,1.0,0.0,1.0,0,0,2010.0,2,R4,1490000,2019-05-07T00:00:00.000,40.714879,-74.006345,101.0,1.0,21.0,1087951.0,1001497502.0,SoHo-TriBeCa-Civic Center-Little Italy,11B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1178,R4,"57 READE STREET, 19B",10007,1.0,0.0,1.0,0,0,2010.0,2,R4,2400000,2019-11-20T00:00:00.000,40.714879,-74.006345,101.0,1.0,21.0,1087951.0,1001497502.0,SoHo-TriBeCa-Civic Center-Little Italy,19B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1207,R4,"71 READE STREET, RU-3C",10007,1.0,0.0,1.0,0,0,2013.0,2,R4,1525000,2019-09-09T00:00:00.000,40.715095,-74.006821,101.0,1.0,21.0,1089713.0,1001497503.0,SoHo-TriBeCa-Civic Center-Little Italy,RU-3C
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,149,1217,R4,"71 READE, RUPHB",10007,1.0,0.0,1.0,0,0,2013.0,2,R4,849089,2019-06-28T00:00:00.000,,,,,,,,,RUPHB
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1107,R4,"4951 CHAMBERS STREET, 9A",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,3400000,2019-03-01T00:00:00.000,,,,,,,,,9A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1108,R4,"4951 CHAMBERS STREET, 10A",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,3487506,2019-03-22T00:00:00.000,,,,,,,,,10A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1117,R4,"49-51 CHAMBERS STREET, 7B",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2775094,2019-05-29T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,7B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1118,R4,"49-51 CHAMBERS STREET, 8B",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2900000,2019-11-12T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,8B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1119,R4,"49-51 CHAMBERS STREET, 9B",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2926463,2019-07-31T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,9B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1120,R4,"4951 CHAMBERS STREET, 10B",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,3052603,2019-03-06T00:00:00.000,,,,,,,,,10B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1128,R4,"49-51 CHAMBERS STREET, 6C",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2000000,2019-08-28T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,6C
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1131,R4,"4951 CHAMBERS STREET, 9C",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2205000,2019-03-25T00:00:00.000,,,,,,,,,9C
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1134,R4,"49-51 CHAMBERS STREET, 12C",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2000000,2019-12-16T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,12C
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1142,R4,"4951 CHAMBERS STREET, 8D",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,3800000,2019-02-26T00:00:00.000,,,,,,,,,8D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1143,R4,"4951 CHAMBERS STREET, 9D",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,3800000,2019-03-22T00:00:00.000,,,,,,,,,9D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1146,R4,"49-51 CHAMBERS STREET, 12D",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,4030000,2019-05-30T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,12D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1164,R4,"49-51 CHAMBERS STREET, 6F",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,1580000,2019-08-05T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,6F
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1166,R4,"49-51 CHAMBERS STREET, 8F",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,1650000,2019-07-16T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,8F
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1170,R4,"4951 CHAMBERS STREET, 12F",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,1731025,2019-02-26T00:00:00.000,,,,,,,,,12F
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1177,R4,"49-51 CHAMBERS STREET, 8G",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,1900000,2019-08-30T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,8G
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1188,R4,"49-51 CHAMBERS STREET, 8H",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,2341975,2019-09-23T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,8H
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,153,1198,R4,"49-51 CHAMBERS STREET, PHB",10007,1.0,0.0,1.0,0,0,1910.0,2,R4,8750000,2019-10-28T00:00:00.000,40.713767,-74.005429,101.0,1.0,31.0,1079216.0,1001537501.0,SoHo-TriBeCa-Civic Center-Little Italy,PHB
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1007,R4,"108 LEONARD STREET, 2B",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2550000,2019-12-17T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,2B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1010,R4,"108 LEONARD STREET, 2E",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1213529,2019-12-02T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,2E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1011,R4,"108 LEONARD STREET, 3A",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2851459,2019-10-29T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,3A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1014,R4,"108 LEONARD STREET, 3D",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1603741,2019-08-28T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,3D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1018,R4,"108 LEONARD STREET, 3J",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1435932,2019-12-17T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,3J
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1020,R4,"108 LEONARD STREET, 3L",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2660850,2019-10-29T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,3L
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1021,R4,"108 LEONARD STREET, 4A",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,3688436,2019-08-27T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,4A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1024,R4,"108 LEONARD STREET, 4D",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1568584,2019-12-12T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,4D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1025,R4,"108 LEONARD STREET, 4E",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2371264,2019-09-19T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,4E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1028,R4,"108 LEONARD STREET, 4H",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,3066716,2019-11-25T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,4H
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1029,R4,"108 LEONARD STREET, 4I",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2037302,2019-10-30T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,4I
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1032,R4,"108 LEONARD STREET, 4L",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2760895,2019-10-30T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,4L
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1037,R4,"108 LEONARD STREET, 5A",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,3744526,2019-08-28T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,5A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1040,R4,"108 LEONARD STREET, 5D",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1646870,2019-09-20T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,5D
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1041,R4,"108 LEONARD STREET, 5E",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2471991,2019-08-26T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,5E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1044,R4,"108 LEONARD STREET, 5H",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,3241708,2019-11-22T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,5H
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1045,R4,"108 LEONARD STREET, 5I",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2128269,2019-11-07T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,5I
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1048,R4,"108 LEONARD STREET, 5L",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2685917,2019-11-08T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,5L
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1052,R4,"108 LEONARD STREET, 6A",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,3850802,2019-09-12T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,6A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1056,R4,"108 LEONARD STREET, 6E",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2458159,2019-09-26T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,6E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1060,R4,"108 LEONARD STREET, 6I",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1988410,2019-09-27T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,6I
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1062,R4,"108 LEONARD STREET, 6K",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1781960,2019-09-27T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,6K
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1068,R4,"108 LEONARD STREET, 7A",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,3785717,2019-09-18T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,7A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1078,R4,"108 LEONARD STREET, 7K",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,1777091,2019-11-08T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,7K
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1079,R4,"108 LEONARD STREET, 7L",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2610932,2019-10-02T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,7L
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1088,R4,"108 LEONARD STREET, 8E",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2609630,2019-11-15T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,8E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1095,R4,"108 LEONARD STREET, 8L",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2896627,2019-09-09T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,8L
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1104,R4,"108 LEONARD STREET, 9E",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2524867,2019-09-12T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,9E
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,170,1111,R4,"108 LEONARD STREET, 9L",10013,1.0,0.0,1.0,0,0,1900.0,2,R4,2828387,2019-10-01T00:00:00.000,40.71646,-74.0032,101.0,1.0,31.0,1001835.0,1001700006.0,SoHo-TriBeCa-Civic Center-Little Italy,9L
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1025,R4,"66 LEONARD STREET, 7A",10013,1.0,0.0,1.0,0,0,,2,R4,3860000,2019-07-24T00:00:00.000,40.717549,-74.005523,101.0,1.0,33.0,1001877.0,1001737501.0,SoHo-TriBeCa-Civic Center-Little Italy,7A
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1030,R4,"66 LEONARD STREET, 8B",10013,1.0,0.0,1.0,0,0,,2,R4,4000000,2019-10-28T00:00:00.000,40.717549,-74.005523,101.0,1.0,33.0,1001877.0,1001737501.0,SoHo-TriBeCa-Civic Center-Little Italy,8B
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1112,R4,"93 WORTH STREET, 206",10013,1.0,0.0,1.0,0,0,1924.0,2,R4,930000,2019-04-03T00:00:00.000,40.716407,-74.004783,101.0,1.0,33.0,1001883.0,1001737504.0,SoHo-TriBeCa-Civic Center-Little Italy,206
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1112,R4,"93 WORTH STREET, 206",10013,1.0,0.0,1.0,0,0,1924.0,2,R4,997000,2019-06-24T00:00:00.000,40.716407,-74.004783,101.0,1.0,33.0,1001883.0,1001737504.0,SoHo-TriBeCa-Civic Center-Little Italy,206
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1131,R4,"93 WORTH STREET, 403",10013,1.0,0.0,1.0,0,0,1924.0,2,R4,1480000,2019-12-27T00:00:00.000,40.716407,-74.004783,101.0,1.0,33.0,1001883.0,1001737504.0,SoHo-TriBeCa-Civic Center-Little Italy,403
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1139,R4,"93 WORTH STREET, 411",10013,1.0,0.0,1.0,0,0,1924.0,2,R4,1100000,2019-12-31T00:00:00.000,40.716407,-74.004783,101.0,1.0,33.0,1001883.0,1001737504.0,SoHo-TriBeCa-Civic Center-Little Italy,411
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1143,R4,"93 WORTH STREET, 503",10013,1.0,0.0,1.0,0,0,1924.0,2,R4,0,2019-05-03T00:00:00.000,40.716407,-74.004783,101.0,1.0,33.0,1001883.0,1001737504.0,SoHo-TriBeCa-Civic Center-Little Italy,503
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1153,R4,"93 WORTH STREET, 606",10013,1.0,0.0,1.0,0,0,1924.0,2,R4,1189000,2019-02-06T00:00:00.000,40.716407,-74.004783,101.0,1.0,33.0,1001883.0,1001737504.0,SoHo-TriBeCa-Civic Center-Little Italy,606
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,2,173,1204,R4,"73 WORTH STREET, 2C",10013,1.0,0.0,1.0,0,0,,2,R4,3675000,2019-02-07T00:00:00.000,40.716778,-74.005584,101.0,1.0,33.0,1079275.0,1001737502.0,SoHo-TriBeCa-Civic Center-Little Italy,2C
